"CODESTAB","CODMUNNASC","n_nascimentos","ANONASC","n_anomalias"
"2265168",431490,16,2012,0
"2265184",431490,1,2012,0
"2265885",430020,50,2012,0
"2265958",430270,2,2012,0
"2266474",430300,1147,2012,8
"2707608",431910,1,2012,0
"2707632",430760,444,2012,9
"2707659",432140,530,2012,4
"2707675",431560,1184,2012,18
"2707918",430700,979,2012,9
"2707942",431260,27,2012,0
"2707950",432150,847,2012,2
"2707969",430463,885,2012,1
"2707977",432280,322,2012,2
"2707993",430030,44,2012,0
"2708000",430600,187,2012,0
"2792974",431570,146,2012,0
"2793008",432160,1207,2012,17
"2793237",430940,280,2012,0
"2817888",431560,1,2012,0
"3006522",431490,4580,2012,34
"3007847",431490,2311,2012,13
"3017060",431720,12,2012,0
"3029204",430040,1,2012,0
"3049442",431760,177,2012,5
"3141330",431410,191,2012,4
"3149153",430810,84,2012,1
"3213943",431340,1176,2012,9
"3306453",431490,1,2012,0
"3338916",431490,1,2012,0
"3378691",430580,107,2012,1
"3492575",431490,4,2012,0
"3506959",431020,515,2012,2
"3508528",430460,3421,2012,21
"3567664",431490,646,2012,11
"3596338",430160,14,2012,0
"3626245",430460,1,2012,0
"3715221",431490,1,2012,0
"5005264",431490,1,2012,0
"5026253",431490,11,2012,0
"5223962",432300,161,2012,2
"5230241",431290,15,2012,0
"5395674",431000,241,2012,1
"5433509",431690,1,2012,0
"5494346",431490,1,2012,0
"6014194",430810,50,2012,0
"6213197",431490,1,2012,0
"6389104",431760,102,2012,1
"6447074",432130,42,2012,0
"6867294",431340,1,2012,0
"8007209",432300,558,2012,6
"0000296",431490,98,2013,1
"0000300",430040,38,2013,1
"2223538",430510,1569,2013,19
"2223546",430510,1915,2013,1
"2223562",430510,470,2013,5
"2223570",430510,2030,2013,6
"2223597",430510,1212,2013,11
"2224038",432160,1,2013,0
"2224127",430163,2,2013,0
"2224305",431365,1,2013,0
"2224356",432380,1,2013,0
"2224607",431365,1,2013,0
"2224615",431250,15,2013,0
"2224658",430085,1,2013,0
"2224682",430175,1,2013,0
"2224712",430190,1,2013,0
"2224836",430517,2,2013,0
"2224852",430676,1,2013,0
"2225328",430930,255,2013,0
"2225913",430930,12,2013,0
"2226758",431010,1,2013,0
"2226774",432055,1,2013,0
"2227665",431010,725,2013,8
"2227673",432200,198,2013,2
"2227681",431650,3,2013,0
"2227738",430110,1,2013,0
"2227754",430360,13,2013,0
"2227762",431405,534,2013,6
"2227770",431820,235,2013,0
"2227886",431840,966,2013,2
"2227894",430930,1,2013,0
"2227908",431950,223,2013,0
"2227924",430535,1,2013,0
"2227932",432120,759,2013,5
"2227959",431240,498,2013,0
"2228548",430340,26,2013,0
"2228556",431470,100,2013,0
"2228564",430050,44,2013,0
"2228580",431380,193,2013,1
"2228602",430850,497,2013,4
"2228610",432020,397,2013,4
"2228629",430064,4,2013,0
"2228653",431050,81,2013,0
"2228688",431270,284,2013,0
"2228726",432190,510,2013,3
"2228734",431590,122,2013,1
"2232022",431870,1775,2013,5
"2232030",430770,842,2013,7
"2232049",430920,1892,2013,9
"2232057",431340,1528,2013,13
"2232073",430390,738,2013,6
"2232081",430060,2138,2013,28
"2232103",430310,1766,2013,33
"2232138",430640,268,2013,2
"2232146",431340,1999,2013,23
"2232154",431990,1317,2013,16
"2232162",432000,1425,2013,3
"2232170",431480,25,2013,0
"2232189",431080,359,2013,2
"2232251",430130,1,2013,0
"2232928",430450,505,2013,5
"2232995",431560,1729,2013,6
"2233312",431880,463,2013,1
"2233320",431450,5,2013,0
"2233347",431460,177,2013,5
"2233355",431850,66,2013,0
"2233398",431730,438,2013,2
"2233401",431100,247,2013,1
"2233428",430130,111,2013,1
"2233436",430710,2,2013,0
"2233746",430690,1,2013,0
"2233754",430690,1,2013,0
"2234386",430010,32,2013,0
"2234394",432070,253,2013,0
"2234408",432070,101,2013,0
"2234416",430280,408,2013,6
"2234424",430120,112,2013,1
"2234432",430690,305,2013,0
"2234459",431700,8,2013,0
"2234467",431402,12,2013,0
"2234475",432026,4,2013,0
"2235307",430530,5,2013,0
"2235323",431370,602,2013,0
"2235366",432195,57,2013,1
"2235404",432010,347,2013,5
"2235412",431610,130,2013,0
"2235420",431610,6,2013,0
"2235447",431620,37,2013,0
"2235609",430440,485,2013,0
"2236338",432253,116,2013,0
"2236346",432067,43,2013,1
"2236354",432270,197,2013,2
"2236362",430420,291,2013,0
"2236370",432260,792,2013,4
"2237148",431490,3,2013,0
"2237156",431490,1,2013,0
"2237199",431490,2,2013,0
"2237253",431490,3276,2013,107
"2237571",431490,4435,2013,75
"2237598",431490,3613,2013,30
"2237601",431490,3878,2013,142
"2237660",431490,1,2013,0
"2237822",431490,1473,2013,69
"2237849",431490,35,2013,33
"2237997",430860,1,2013,0
"2239566",430510,1,2013,0
"2240335",430790,757,2013,4
"2241013",430645,30,2013,0
"2241021",430210,1567,2013,17
"2241048",432250,1099,2013,3
"2241072",430080,101,2013,0
"2241102",431320,159,2013,2
"2241110",430230,36,2013,0
"2241129",430235,78,2013,0
"2241137",430480,142,2013,1
"2241145",430820,286,2013,3
"2241153",430910,607,2013,5
"2241161",431330,371,2013,0
"2241218",431400,80,2013,2
"2241226",431900,210,2013,0
"2242923",431110,2,2013,0
"2244098",431120,156,2013,0
"2244101",430800,48,2013,0
"2244128",431310,111,2013,1
"2244136",431980,21,2013,0
"2244152",431110,81,2013,0
"2244187",431210,2,2013,0
"2244209",431447,26,2013,1
"2244217",430840,4,2013,0
"2244225",432220,141,2013,0
"2244233",431550,28,2013,0
"2244241",430290,7,2013,0
"2244268",431690,89,2013,0
"2244276",431690,1353,2013,12
"2244284",431690,827,2013,7
"2244292",431690,170,2013,1
"2244306",431690,2136,2013,35
"2244314",431940,91,2013,0
"2244322",431960,261,2013,1
"2244330",431810,104,2013,1
"2244349",431740,38,2013,0
"2244357",431740,770,2013,5
"2244993",430750,1,2013,0
"2245728",432090,2,2013,0
"2246619",431130,3,2013,0
"2246740",432090,387,2013,0
"2246767",431660,188,2013,1
"2246783",432100,129,2013,3
"2246791",431860,200,2013,1
"2246813",430750,205,2013,0
"2246848",431125,1,2013,0
"2246872",430490,96,2013,0
"2246902",431265,205,2013,1
"2246910",431265,68,2013,0
"2246929",431410,619,2013,7
"2246937",430630,81,2013,0
"2246953",431180,530,2013,3
"2246961",432080,569,2013,2
"2246988",431410,2994,2013,38
"2247038",431220,16,2013,0
"2247046",431360,50,2013,0
"2247062",431130,433,2013,0
"2247631",431800,4,2013,0
"2248190",432240,1937,2013,14
"2248204",431830,778,2013,2
"2248212",431710,64,2013,0
"2248220",431710,992,2013,6
"2248239",431640,457,2013,4
"2248247",431530,244,2013,3
"2248271",431060,528,2013,0
"2248298",431800,813,2013,15
"2248328",430040,1047,2013,4
"2249472",430700,937,2013,8
"2249499",432060,35,2013,0
"2249502",430090,50,2013,1
"2249510",430890,153,2013,1
"2249529",430380,23,2013,0
"2249537",432290,7,2013,0
"2249618",431190,5,2013,0
"2249626",430755,112,2013,0
"2249634",430720,5,2013,0
"2249650",431070,1,2013,0
"2250675",430430,44,2013,0
"2250713",431930,37,2013,0
"2250721",432230,74,2013,0
"2250772",430960,185,2013,0
"2250799",432210,29,2013,0
"2250802",430370,63,2013,0
"2250829",431790,206,2013,0
"2250837",432180,597,2013,1
"2251531",430680,1,2013,0
"2252007",431205,38,2013,0
"2252023",430240,132,2013,0
"2252058",430245,123,2013,0
"2252074",430620,77,2013,0
"2252082",431515,94,2013,0
"2252112",431300,25,2013,0
"2252139",431030,42,2013,0
"2252147",431580,28,2013,0
"2252155",430070,26,2013,0
"2252163",430140,62,2013,0
"2252171",431520,13,2013,0
"2252198",430100,226,2013,0
"2252228",430680,373,2013,1
"2252244",432145,466,2013,5
"2252252",432130,160,2013,0
"2252260",430780,713,2013,6
"2252287",431140,1275,2013,6
"2252295",431440,52,2013,0
"2252341",431440,525,2013,4
"2252694",431440,1044,2013,9
"2253046",431440,1952,2013,18
"2253054",431440,1778,2013,1
"2254611",431720,1024,2013,4
"2254956",431390,576,2013,4
"2254964",431680,1847,2013,17
"2255928",431680,20,2013,0
"2255936",431680,55,2013,0
"2257270",430545,2,2013,0
"2257467",432170,247,2013,3
"2257548",430350,1241,2013,13
"2257556",431240,959,2013,3
"2257564",431600,73,2013,0
"2257572",432110,4,2013,0
"2257645",430860,329,2013,1
"2257815",431350,796,2013,2
"2259850",430330,93,2013,0
"2259869",430520,96,2013,0
"2259877",431915,2,2013,0
"2259893",431890,667,2013,5
"2259907",431750,1246,2013,12
"2259931",430950,79,2013,1
"2259974",431630,41,2013,0
"2259982",431510,93,2013,0
"2259990",432040,1,2013,0
"2260050",432040,137,2013,1
"2260069",430900,179,2013,2
"2261030",431020,1,2013,0
"2261057",431020,1086,2013,10
"2261065",431780,494,2013,0
"2261081",430150,1,2013,0
"2261103",430540,76,2013,2
"2261138",431430,18,2013,0
"2261987",430160,1801,2013,19
"2262002",430660,376,2013,2
"2262010",430003,129,2013,1
"2262029",431150,10,2013,0
"2262274",430470,936,2013,1
"2262568",431490,3177,2013,54
"2262959",430845,31,2013,0
"2263092",431670,102,2013,0
"2263297",431645,181,2013,0
"2263432",431643,1,2013,0
"2263769",432030,55,2013,0
"2263823",430610,358,2013,2
"2263858",430610,708,2013,12
"2264587",431490,1,2013,0
"2265036",431490,1,2013,0
"2265052",431490,4865,2013,48
"2265060",431490,6,2013,0
"2265168",431490,7,2013,1
"2265184",431490,3,2013,0
"2265885",430020,58,2013,1
"2265958",430270,2,2013,0
"2266199",430300,1,2013,0
"2266474",430300,1075,2013,10
"2693402",431490,2,2013,0
"2693801",431490,1,2013,0
"2700042",430920,1,2013,0
"2707632",430760,490,2013,2
"2707659",432140,507,2013,2
"2707675",431560,1217,2013,17
"2707810",430450,1,2013,0
"2707918",430700,968,2013,9
"2707942",431260,44,2013,0
"2707950",432150,761,2013,5
"2707969",430463,915,2013,2
"2707977",432280,341,2013,1
"2707993",430030,41,2013,0
"2708000",430600,164,2013,0
"2778718",431490,1,2013,0
"2792974",431570,276,2013,1
"2793008",432160,1627,2013,16
"2793237",430940,273,2013,0
"3006522",431490,4593,2013,29
"3007847",431490,2594,2013,16
"3017060",431720,12,2013,0
"3141330",431410,187,2013,3
"3213943",431340,1376,2013,5
"3306453",431490,1,2013,0
"3368408",431560,2,2013,0
"3378691",430580,130,2013,0
"3409732",431115,1,2013,0
"3443795",431490,1,2013,0
"3492575",431490,5,2013,0
"3506959",431020,541,2013,6
"3508528",430460,3732,2013,18
"3567664",431490,754,2013,0
"3596338",430160,20,2013,0
"3750566",431490,1,2013,0
"3913392",431710,5,2013,0
"5026253",431490,5,2013,0
"5223962",432300,711,2013,5
"5230241",431290,39,2013,0
"5376017",431490,1,2013,0
"5395674",431000,264,2013,0
"5433509",431690,1,2013,0
"5525705",431340,1,2013,0
"5602742",430360,17,2013,0
"6011926",430230,26,2013,0
"6014194",430810,136,2013,0
"6389104",431760,317,2013,5
"6447074",432130,34,2013,0
"6953689",430650,8,2013,0
"7151888",431750,235,2013,1
"8007209",432300,2,2013,0
"0000296",431490,75,2014,1
"0000300",430040,22,2014,1
"2223538",430510,1599,2014,24
"2223546",430510,1879,2014,1
"2223562",430510,364,2014,2
"2223570",430510,2283,2014,4
"2223597",430510,1155,2014,13
"2224127",430163,1,2014,0
"2224305",431365,1,2014,0
"2224607",431365,1,2014,0
"2224615",431250,9,2014,0
"2224860",430676,2,2014,0
"2225328",430930,273,2014,1
"2225700",432120,1,2014,0
"2225913",430930,7,2014,0
"2227665",431010,654,2014,4
"2227673",432200,302,2014,6
"2227703",431575,1,2014,0
"2227762",431405,738,2014,9
"2227770",431820,258,2014,1
"2227835",430190,1,2014,0
"2227886",431840,1019,2014,4
"2227908",431950,200,2014,1
"2227924",430535,1,2014,0
"2227932",432120,596,2014,2
"2227959",431240,539,2014,9
"2228548",430340,26,2014,0
"2228556",431470,127,2014,2
"2228564",430050,34,2014,0
"2228580",431380,206,2014,1
"2228602",430850,481,2014,1
"2228610",432020,322,2014,5
"2228653",431050,79,2014,0
"2228688",431270,409,2014,2
"2228726",432190,588,2014,0
"2228734",431590,201,2014,0
"2230046",430460,1,2014,0
"2230844",431870,1,2014,0
"2232014",430460,1,2014,0
"2232022",431870,1734,2014,1
"2232030",430770,407,2014,0
"2232049",430920,1840,2014,11
"2232057",431340,1592,2014,12
"2232073",430390,752,2014,6
"2232081",430060,2314,2014,22
"2232103",430310,1668,2014,21
"2232138",430640,301,2014,2
"2232146",431340,2049,2014,9
"2232154",431990,1384,2014,6
"2232162",432000,1522,2014,4
"2232170",431480,3,2014,0
"2232189",431080,363,2014,2
"2232928",430450,566,2014,0
"2232995",431560,1850,2014,1
"2233312",431880,565,2014,1
"2233347",431460,173,2014,1
"2233398",431730,431,2014,1
"2233401",431100,294,2014,1
"2233428",430130,93,2014,0
"2233746",430690,2,2014,0
"2234386",430010,9,2014,0
"2234394",432070,296,2014,0
"2234408",432070,98,2014,0
"2234416",430280,394,2014,3
"2234424",430120,120,2014,0
"2234432",430690,249,2014,0
"2234459",431700,4,2014,0
"2234467",431402,10,2014,0
"2235307",430530,3,2014,0
"2235323",431370,665,2014,5
"2235404",432010,370,2014,4
"2235412",431610,93,2014,0
"2235447",431620,67,2014,1
"2235609",430440,505,2014,2
"2236338",432253,123,2014,0
"2236346",432067,49,2014,0
"2236354",432270,211,2014,3
"2236362",430420,262,2014,0
"2236370",432260,900,2014,1
"2237148",431490,2,2014,0
"2237199",431490,2,2014,0
"2237253",431490,3361,2014,137
"2237563",431490,2,2014,0
"2237571",431490,4249,2014,81
"2237598",431490,4064,2014,22
"2237601",431490,3562,2014,96
"2237822",431490,1646,2014,48
"2237849",431490,35,2014,32
"2240335",430790,782,2014,5
"2241013",430645,26,2014,0
"2241021",430210,1759,2014,25
"2241048",432250,1246,2014,1
"2241072",430080,115,2014,0
"2241102",431320,186,2014,2
"2241129",430235,99,2014,0
"2241137",430480,160,2014,1
"2241145",430820,311,2014,1
"2241153",430910,667,2014,2
"2241161",431330,413,2014,0
"2241218",431400,88,2014,0
"2241226",431900,209,2014,0
"2242516",431690,1,2014,0
"2242745",431960,1,2014,0
"2243474",431690,1,2014,0
"2244098",431120,140,2014,1
"2244101",430800,34,2014,0
"2244128",431310,111,2014,1
"2244136",431980,3,2014,0
"2244144",431690,2,2014,0
"2244152",431110,55,2014,0
"2244187",431210,3,2014,0
"2244209",431447,31,2014,1
"2244225",432220,167,2014,1
"2244233",431550,13,2014,0
"2244241",430290,5,2014,0
"2244268",431690,104,2014,0
"2244276",431690,1307,2014,11
"2244284",431690,1006,2014,5
"2244292",431690,316,2014,1
"2244306",431690,1819,2014,32
"2244314",431940,41,2014,0
"2244322",431960,255,2014,2
"2244330",431810,139,2014,0
"2244349",431740,29,2014,0
"2244357",431740,714,2014,6
"2245728",432090,2,2014,0
"2246732",430320,1,2014,0
"2246740",432090,424,2014,0
"2246767",431660,169,2014,2
"2246783",432100,124,2014,2
"2246791",431860,207,2014,0
"2246813",430750,207,2014,1
"2246821",430550,1,2014,0
"2246872",430490,89,2014,0
"2246902",431265,185,2014,0
"2246910",431265,68,2014,0
"2246929",431410,723,2014,5
"2246937",430630,66,2014,0
"2246953",431180,585,2014,2
"2246961",432080,539,2014,1
"2246988",431410,3206,2014,33
"2247038",431220,31,2014,0
"2247046",431360,41,2014,0
"2247062",431130,406,2014,2
"2248190",432240,1913,2014,6
"2248204",431830,742,2014,4
"2248212",431710,40,2014,0
"2248220",431710,1107,2014,2
"2248239",431640,431,2014,3
"2248247",431530,247,2014,3
"2248271",431060,489,2014,2
"2248298",431800,787,2014,6
"2248328",430040,1035,2014,4
"2249472",430700,986,2014,5
"2249499",432060,4,2014,0
"2249502",430090,52,2014,1
"2249510",430890,186,2014,2
"2249529",430380,19,2014,1
"2249537",432290,2,2014,0
"2249545",430870,1,2014,0
"2249618",431190,2,2014,0
"2249626",430755,92,2014,0
"2249634",430720,1,2014,0
"2249650",431070,2,2014,0
"2250675",430430,43,2014,1
"2250713",431930,39,2014,0
"2250721",432230,73,2014,1
"2250772",430960,174,2014,4
"2250799",432210,12,2014,0
"2250802",430370,39,2014,0
"2250829",431790,266,2014,1
"2250837",432180,605,2014,1
"2251531",430680,2,2014,0
"2252007",431205,47,2014,0
"2252023",430240,86,2014,0
"2252058",430245,112,2014,0
"2252074",430620,65,2014,0
"2252082",431515,79,2014,0
"2252112",431300,30,2014,1
"2252139",431030,60,2014,0
"2252147",431580,54,2014,0
"2252155",430070,17,2014,0
"2252163",430140,70,2014,0
"2252171",431520,6,2014,1
"2252198",430100,271,2014,0
"2252228",430680,392,2014,2
"2252244",432145,436,2014,9
"2252260",430780,891,2014,8
"2252287",431140,1262,2014,10
"2252295",431440,42,2014,0
"2252341",431440,534,2014,3
"2252376",431440,1,2014,0
"2252694",431440,1017,2014,14
"2253046",431440,1953,2014,18
"2253054",431440,1908,2014,3
"2254611",431720,1152,2014,1
"2254956",431390,573,2014,4
"2254964",431680,1892,2014,21
"2255928",431680,11,2014,0
"2255936",431680,45,2014,0
"2257467",432170,247,2014,3
"2257548",430350,1283,2014,7
"2257556",431240,975,2014,5
"2257564",431600,138,2014,1
"2257572",432110,5,2014,0
"2257645",430860,400,2014,3
"2257661",430105,1,2014,0
"2257815",431350,448,2014,2
"2259850",430330,79,2014,1
"2259869",430520,111,2014,0
"2259893",431890,627,2014,1
"2259907",431750,1191,2014,14
"2259931",430950,80,2014,0
"2259974",431630,14,2014,0
"2259982",431510,114,2014,0
"2260050",432040,151,2014,0
"2260069",430900,163,2014,3
"2261057",431020,1050,2014,11
"2261065",431780,462,2014,0
"2261103",430540,43,2014,0
"2261138",431430,1,2014,0
"2261820",430435,1,2014,0
"2261987",430160,1807,2014,14
"2262002",430660,413,2014,5
"2262010",430003,140,2014,0
"2262029",431150,15,2014,0
"2262274",430470,890,2014,0
"2262568",431490,3283,2014,41
"2262959",430845,18,2014,0
"2263092",431670,112,2014,0
"2263297",431645,192,2014,0
"2263769",432030,65,2014,0
"2263823",430610,398,2014,5
"2263858",430610,695,2014,2
"2264587",431490,1,2014,0
"2265052",431490,4136,2014,37
"2265060",431490,6,2014,0
"2265184",431490,2,2014,0
"2265885",430020,41,2014,0
"2265958",430270,1,2014,0
"2266474",430300,1082,2014,8
"2693402",431490,1,2014,0
"2707632",430760,465,2014,0
"2707659",432140,281,2014,0
"2707675",431560,1298,2014,17
"2707918",430700,1038,2014,8
"2707942",431260,47,2014,0
"2707950",432150,814,2014,10
"2707969",430463,1458,2014,7
"2707977",432280,317,2014,1
"2707993",430030,7,2014,0
"2708000",430600,111,2014,0
"2792974",431570,318,2014,0
"2793008",432160,1423,2014,11
"2793237",430940,300,2014,0
"3006522",431490,4155,2014,33
"3007847",431490,2747,2014,22
"3017060",431720,11,2014,0
"3023168",431490,1,2014,0
"3042979",431440,1,2014,0
"3141330",431410,170,2014,2
"3183084",431490,1,2014,0
"3213943",431340,1526,2014,9
"3306453",431490,1,2014,0
"3338916",431490,1,2014,0
"3368408",431560,23,2014,0
"3378691",430580,135,2014,0
"3443795",431490,6,2014,0
"3492575",431490,6,2014,0
"3506959",431020,502,2014,2
"3508528",430460,4162,2014,21
"3567664",431490,933,2014,2
"3596338",430160,31,2014,0
"3626245",430460,1,2014,0
"5008743",430050,14,2014,0
"5026253",431490,8,2014,0
"5193311",431440,1,2014,0
"5223962",432300,703,2014,2
"5230241",431290,39,2014,1
"5384117",432140,211,2014,1
"5395674",431000,250,2014,1
"5602742",430360,1,2014,0
"5922216",431690,104,2014,0
"6011926",430230,12,2014,0
"6014194",430810,149,2014,1
"6389104",431760,334,2014,2
"6447074",432130,202,2014,1
"6537650",431490,1,2014,0
"6953689",430650,1,2014,0
"6976670",431490,1,2014,0
"7092571",431490,1,2014,0
"7114893",431490,1,2014,0
"7145594",431490,6,2014,0
"7151888",431750,307,2014,2
"0000296",431490,79,2015,2
"0000300",430040,10,2015,0
"2223538",430510,1854,2015,30
"2223546",430510,1800,2015,0
"2223562",430510,369,2015,2
"2223570",430510,2409,2015,4
"2223597",430510,998,2015,5
"2223716",431250,1,2015,0
"2223775",430463,2,2015,0
"2224305",431365,1,2015,0
"2224607",431365,2,2015,0
"2224615",431250,10,2015,0
"2224844",430544,2,2015,0
"2224860",430676,2,2015,0
"2225328",430930,305,2015,0
"2225700",432120,1,2015,0
"2225913",430930,13,2015,0
"2226693",431225,2,2015,0
"2227665",431010,536,2015,0
"2227673",432200,294,2015,2
"2227711",430650,4,2015,1
"2227738",430110,3,2015,1
"2227762",431405,1021,2015,6
"2227770",431820,234,2015,0
"2227886",431840,1047,2015,3
"2227908",431950,195,2015,1
"2227924",430535,1,2015,0
"2227932",432120,694,2015,1
"2227959",431240,558,2015,4
"2228394",430050,17,2015,0
"2228548",430340,23,2015,0
"2228556",431470,104,2015,0
"2228564",430050,36,2015,0
"2228580",431380,222,2015,1
"2228602",430850,502,2015,7
"2228610",432020,378,2015,1
"2228653",431050,68,2015,1
"2228688",431270,350,2015,1
"2228726",432190,601,2015,1
"2228734",431590,212,2015,1
"2232022",431870,1523,2015,2
"2232030",430770,919,2015,4
"2232049",430920,1874,2015,8
"2232057",431340,1705,2015,8
"2232073",430390,724,2015,7
"2232081",430060,2576,2015,29
"2232103",430310,1746,2015,20
"2232138",430640,301,2015,1
"2232146",431340,2348,2015,5
"2232154",431990,1450,2015,17
"2232162",432000,1549,2015,6
"2232189",431080,329,2015,1
"2232928",430450,548,2015,0
"2232995",431560,1706,2015,1
"2233312",431880,532,2015,4
"2233320",431450,1,2015,0
"2233347",431460,200,2015,2
"2233398",431730,457,2015,0
"2233401",431100,289,2015,0
"2233428",430130,104,2015,0
"2233746",430690,1,2015,0
"2234386",430010,9,2015,0
"2234394",432070,273,2015,1
"2234408",432070,155,2015,0
"2234416",430280,393,2015,0
"2234424",430120,159,2015,1
"2234432",430690,230,2015,1
"2234459",431700,2,2015,0
"2234467",431402,4,2015,0
"2235323",431370,668,2015,3
"2235404",432010,451,2015,1
"2235412",431610,102,2015,0
"2235447",431620,72,2015,0
"2235609",430440,514,2015,3
"2236338",432253,107,2015,0
"2236346",432067,45,2015,0
"2236354",432270,214,2015,2
"2236362",430420,282,2015,0
"2236370",432260,890,2015,1
"2236516",430210,2,2015,0
"2237156",431490,1,2015,0
"2237199",431490,4,2015,0
"2237253",431490,3630,2015,118
"2237571",431490,4421,2015,57
"2237598",431490,4148,2015,25
"2237601",431490,4007,2015,151
"2237636",431490,2,2015,0
"2237660",431490,1,2015,0
"2237822",431490,1574,2015,39
"2237849",431490,41,2015,30
"2237873",431490,1,2015,0
"2238810",432030,77,2015,0
"2239566",430510,2,2015,0
"2240335",430790,821,2015,7
"2241013",430645,26,2015,0
"2241021",430210,1865,2015,15
"2241048",432250,1372,2015,0
"2241072",430080,136,2015,0
"2241102",431320,195,2015,1
"2241129",430235,99,2015,0
"2241137",430480,179,2015,2
"2241145",430820,316,2015,1
"2241153",430910,703,2015,3
"2241161",431330,458,2015,3
"2241218",431400,97,2015,0
"2241226",431900,203,2015,1
"2244098",431120,152,2015,0
"2244101",430800,12,2015,0
"2244128",431310,123,2015,0
"2244136",431980,8,2015,0
"2244152",431110,49,2015,0
"2244187",431210,2,2015,0
"2244209",431447,30,2015,0
"2244225",432220,233,2015,2
"2244233",431550,2,2015,0
"2244241",430290,11,2015,0
"2244268",431690,96,2015,1
"2244276",431690,1374,2015,10
"2244284",431690,261,2015,0
"2244292",431690,332,2015,1
"2244306",431690,2376,2015,27
"2244314",431940,23,2015,0
"2244322",431960,229,2015,0
"2244330",431810,122,2015,2
"2244349",431740,25,2015,0
"2244357",431740,741,2015,4
"2245396",432100,1,2015,0
"2245728",432090,1,2015,0
"2246740",432090,457,2015,2
"2246767",431660,197,2015,1
"2246783",432100,140,2015,3
"2246791",431860,210,2015,1
"2246813",430750,221,2015,0
"2246872",430490,78,2015,0
"2246902",431265,203,2015,0
"2246910",431265,85,2015,0
"2246929",431410,806,2015,4
"2246937",430630,67,2015,0
"2246953",431180,562,2015,6
"2246961",432080,520,2015,4
"2246988",431410,3251,2015,40
"2247038",431220,27,2015,0
"2247046",431360,28,2015,0
"2247062",431130,471,2015,0
"2247631",431800,4,2015,0
"2248190",432240,1993,2015,7
"2248204",431830,764,2015,1
"2248212",431710,10,2015,0
"2248220",431710,1136,2015,2
"2248239",431640,491,2015,4
"2248247",431530,226,2015,3
"2248271",431060,531,2015,2
"2248298",431800,841,2015,4
"2248328",430040,1067,2015,13
"2249251",430890,3,2015,0
"2249472",430700,1019,2015,19
"2249499",432060,2,2015,0
"2249502",430090,42,2015,0
"2249510",430890,183,2015,0
"2249529",430380,4,2015,0
"2249537",432290,2,2015,0
"2249545",430870,1,2015,0
"2249618",431190,2,2015,0
"2249626",430755,87,2015,0
"2250675",430430,57,2015,0
"2250713",431930,37,2015,0
"2250721",432230,75,2015,0
"2250772",430960,205,2015,1
"2250802",430370,59,2015,1
"2250829",431790,236,2015,0
"2250837",432180,580,2015,3
"2251159",430807,1,2015,0
"2252007",431205,56,2015,0
"2252023",430240,113,2015,1
"2252058",430245,119,2015,3
"2252074",430620,82,2015,1
"2252082",431515,108,2015,0
"2252112",431300,5,2015,0
"2252120",430830,1,2015,0
"2252139",431030,71,2015,0
"2252147",431580,13,2015,1
"2252155",430070,32,2015,0
"2252163",430140,75,2015,0
"2252171",431520,4,2015,0
"2252198",430100,228,2015,0
"2252228",430680,449,2015,10
"2252244",432145,447,2015,10
"2252260",430780,960,2015,13
"2252287",431140,1346,2015,5
"2252295",431440,70,2015,0
"2252341",431440,526,2015,2
"2252694",431440,1006,2015,11
"2253046",431440,1955,2015,16
"2253054",431440,1945,2015,3
"2253666",431440,1,2015,0
"2254611",431720,1203,2015,4
"2254956",431390,565,2015,1
"2254964",431680,1978,2015,26
"2255928",431680,19,2015,0
"2255936",431680,54,2015,1
"2257467",432170,125,2015,1
"2257548",430350,1301,2015,10
"2257556",431240,1103,2015,6
"2257564",431600,84,2015,0
"2257572",432110,3,2015,0
"2257645",430860,457,2015,0
"2257815",431350,1019,2015,8
"2259850",430330,61,2015,0
"2259869",430520,107,2015,0
"2259893",431890,726,2015,6
"2259907",431750,1208,2015,16
"2259931",430950,83,2015,0
"2259974",431630,1,2015,0
"2259982",431510,122,2015,0
"2260050",432040,180,2015,1
"2260069",430900,171,2015,4
"2261057",431020,1112,2015,11
"2261065",431780,446,2015,2
"2261103",430540,64,2015,0
"2261987",430160,1874,2015,11
"2262002",430660,407,2015,3
"2262010",430003,112,2015,0
"2262029",431150,9,2015,0
"2262274",430470,928,2015,3
"2262568",431490,3326,2015,34
"2263610",430610,1,2015,0
"2263823",430610,365,2015,3
"2263858",430610,709,2015,7
"2263866",430845,2,2015,0
"2263882",431645,144,2015,1
"2263890",431670,105,2015,0
"2264587",431490,2,2015,0
"2264897",431490,1,2015,0
"2265052",431490,3586,2015,27
"2265060",431490,4,2015,0
"2265168",431490,1,2015,0
"2265184",431490,2,2015,0
"2265885",430020,46,2015,0
"2265958",430270,3,2015,0
"2266474",430300,1202,2015,14
"2693402",431490,2,2015,0
"2693801",431490,2,2015,0
"2707632",430760,461,2015,3
"2707675",431560,1542,2015,19
"2707918",430700,1132,2015,8
"2707942",431260,59,2015,1
"2707950",432150,808,2015,3
"2707969",430463,1245,2015,8
"2707977",432280,306,2015,2
"2708000",430600,62,2015,1
"2792974",431570,395,2015,0
"2793008",432160,1594,2015,2
"2793237",430940,270,2015,0
"3006522",431490,4399,2015,35
"3007847",431490,2583,2015,30
"3017060",431720,3,2015,0
"3049442",431760,1,2015,0
"3141330",431410,187,2015,1
"3213943",431340,1573,2015,7
